id,corpus,site,region,period,material,type,signs_str,sign_count,pdr_reading,grammar_pattern,n_translated,n_unknown,coverage,sanskrit,translation_yaj
568.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,]220+,1,[]220+],SOLO,0,1,0.0,ref:250.1,
568.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,]000-000-000[,1,[]000-000-000[],SOLO,0,1,0.0,,
569.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+700-032+,1,[+700-032+],SOLO,0,1,0.0,ref:39.1,
569.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+400-740-920-320-233-240-798+,1,[+400-740-920-320-233-240-798+],SOLO,0,1,0.0,asamam madAni,May I rejoice[√मद् लोट् 1s] the unequalled[RV]
570.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+032-700+,1,[+032-700+],SOLO,0,1,0.0,ref:409.1,
570.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+740-690-435-255-055+,1,[+740-690-435-255-055+],SOLO,0,1,0.0,jama-akan,The moving[√जम् अच्] wanderer[अक शतृ]
571.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+740-806[,1,[+740-806[],SOLO,0,1,0.0,,
571.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,]000-000+,1,[]000-000+],SOLO,0,1,0.0,,
572.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAG:L,+000+,1,[+000+],SOLO,0,1,0.0,,
573.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,]700+,1,[]700+],SOLO,0,1,0.0,ref:26.1,
573.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+740-630[,1,[+740-630[],SOLO,0,1,0.0,,
574.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+090-740-240-235+,1,[+090-740-240-235+],SOLO,0,1,0.0,amamAna,O ever roaring one[√अम् चानश्]
575.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,]820+,1,[]820+],SOLO,0,1,0.0,ref:35.1,
575.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+400-000[,1,[+400-000[],SOLO,0,1,0.0,,
576.1,yajnadevam,Harappa,Inter-Riverine,3,-,SEAL:S,+090-740-220-000-000-000-000+,1,[+090-740-220-000-000-000-000+],SOLO,0,1,0.0,,
577.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,]000-700+,1,[]000-700+],SOLO,0,1,0.0,,
577.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+400-740[,1,[+400-740[],SOLO,0,1,0.0,,
578.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
578.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+400-090-740-100-390-231+,1,[+400-090-740-100-390-231+],SOLO,0,1,0.0,mara-anEH,By the killing[RV 2.13.8] breaths[ŚBr]
579.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,]590+,1,[]590+],SOLO,0,1,0.0,ref:341.1,
579.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,]000+,1,[]000+],SOLO,0,1,0.0,,
580.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,TAB:B,+700+,1,[+700+],SOLO,0,1,0.0,ref:122.1,
580.2,yajnadevam,Harappa,Inter-Riverine,3,Clay,TAB:B,+740-752-175-000-000+,1,[+740-752-175-000-000+],SOLO,0,1,0.0,,
581.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,TAB:B,+851-740-705-924-156+,1,[+851-740-705-924-156+],SOLO,0,1,0.0,raRanAya,for the roar[√रण् ल्युट् dns][L>R]
581.2,yajnadevam,Harappa,Inter-Riverine,3,Clay,TAB:B,+700-033-711-335-575-413+,1,[+700-033-711-335-575-413+],SOLO,0,1,0.0,ref:300.2,
582.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+740-519-741[,1,[+740-519-741[],SOLO,0,1,0.0,,
582.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,]000-711-335-575-413+,1,[]000-711-335-575-413+],SOLO,0,1,0.0,,
583.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,-,SEAL:S,]000+,1,[]000+],SOLO,0,1,0.0,,
584.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+000-711-335-575-413+,1,[+000-711-335-575-413+],SOLO,0,1,0.0,,
584.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,]519-742-849+,1,[]519-742-849+],SOLO,0,1,0.0,,
585.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,TAB:B,+400-740-176+,1,[+400-740-176+],SOLO,0,1,0.0,ref:260.2,
586.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+590-032-220[,1,[+590-032-220[],SOLO,0,1,0.0,,
586.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,]000-740-242-235+,1,[]000-740-242-235+],SOLO,0,1,0.0,,
587.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+700-032[,1,[+700-032[],SOLO,0,1,0.0,,
587.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,]337+,1,[]337+],SOLO,0,1,0.0,ref:250.1,
588.1,yajnadevam,Harappa,Inter-Riverine,-,-,SEAL:R,+158-000-470+,1,[+158-000-470+],SOLO,0,1,0.0,,
589.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+455-590-142-220+,1,[+455-590-142-220+],SOLO,0,1,0.0,ref:491.1,
589.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+504-350-741-060-920+,1,[+504-350-741-060-920+],SOLO,0,1,0.0,ref:491.2,
590.1,yajnadevam,Rahman-deri,Upper Indus,Early,Clay,MISC,+705+,1,[+705+],SOLO,0,1,0.0,ref:122.1,
591.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,BNGL,+140-706[,1,[+140-706[],SOLO,0,1,0.0,,
592.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,TAB:B,+400-154-806-467+,1,[+400-154-806-467+],SOLO,0,1,0.0,kzayI,The destroyer[MBh; Paṇ 3.2.157]
593.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
593.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+740-100-175-630-705+,1,[+740-100-175-630-705+],SOLO,0,1,0.0,anta-hAna,O destroyer[Gaut] of death[Bhag][SR: mṛtyuṃjaya]
594.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,TAB:B,+032-850-031+,1,[+032-850-031+],SOLO,0,1,0.0,arha,"O one deserving of worship[=rudra, RV 2.33.10]"
594.2,yajnadevam,Harappa,Inter-Riverine,3,Clay,TAB:B,+740-752-175-002-861+,1,[+740-752-175-002-861+],SOLO,0,1,0.0,rava-haraRa,O Roar[RV] carrying[ĀśvGṛ] one
595.1,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+220-000-700+,1,[+220-000-700+],SOLO,0,1,0.0,,
595.2,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+400-698+,1,[+400-698+],SOLO,0,1,0.0,ananI,the breathing one[Nir]
596.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+700-032+,1,[+700-032+],SOLO,0,1,0.0,ref:39.1,
596.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+740-176-033-705-235+,1,[+740-176-033-705-235+],SOLO,0,1,0.0,ama-aYja-han,O mighty[RV] anointing[√अञ्ज् अच् SR: bhiṣak] killer[RV]
597.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+740-690-436-255+,1,[+740-690-436-255+],SOLO,0,1,0.0,ref:516.2,
598.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+033-700+,1,[+033-700+],SOLO,0,1,0.0,ref:290.1,
598.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+400-137+,1,[+400-137+],SOLO,0,1,0.0,ref:281.1,
599.1,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+032-700+,1,[+032-700+],SOLO,0,1,0.0,ref:409.1,
599.2,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+740-142-062-002-817+,1,[+740-142-062-002-817+],SOLO,0,1,0.0,rava-tAna,O Roar[RV] resounder[√तन् अच्]
600.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,TAB:B,+740-752-175-000-861+,1,[+740-752-175-000-861+],SOLO,0,1,0.0,,
601.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,TAB:B,+740-752-070-255-832+,1,[+740-752-070-255-832+],SOLO,0,1,0.0,tama-haraRa,O remover[MBh] of darkness[RV]
601.2,yajnadevam,Harappa,Inter-Riverine,3,Clay,TAB:B,+740-752-463-495-240-415+,1,[+740-752-463-495-240-415+],SOLO,0,1,0.0,tma-ADaran,O bearer[आ-√धृ शतृ] of souls[RV]
602.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,POT:T:g,+145+,1,[+145+],SOLO,0,1,0.0,cA,The Injurer[√चन् nms]
603.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,POT:T:s,+158-805-480+,1,[+158-805-480+],SOLO,0,1,0.0,sahya,O Bearer[MBh; SR: sahamāna]
604.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,POT:T:g,]740-061-002-575-000[,1,[]740-061-002-575-000[],SOLO,0,1,0.0,,
605.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,POT:T:g,]300-490-999-390-033-000[,1,[]300-490-999-390-033-000[],SOLO,0,1,0.0,,
606.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,POT:T:g,+090-740-400-000-000[,1,[+090-740-400-000-000[],SOLO,0,1,0.0,,
607.1,yajnadevam,Harappa,Inter-Riverine,-,Clay,POT:T:g,+032-000+,1,[+032-000+],SOLO,0,1,0.0,,
608.1,yajnadevam,Harappa,Inter-Riverine,-,Clay,POT:T:g,+740-000[,1,[+740-000[],SOLO,0,1,0.0,,
609.1,yajnadevam,Harappa,Inter-Riverine,-,Clay,POsT:T:g,+034-705+,1,[+034-705+],SOLO,0,1,0.0,ref:396.1,
610.1,yajnadevam,Harappa,Inter-Riverine,-,Clay,POT:T:g,+032+,1,[+032+],SOLO,0,1,0.0,ref:34.1,
611.1,yajnadevam,Harappa,Inter-Riverine,-,Clay,POT:T:g,+390-000[,1,[+390-000[],SOLO,0,1,0.0,,
612.1,yajnadevam,Harappa,Inter-Riverine,-,Clay,POT:T:g,+033+,1,[+033+],SOLO,0,1,0.0,ref:337.1,
613.1,yajnadevam,Harappa,Inter-Riverine,-,Clay,POT:T:g,+520-235+,1,[+520-235+],SOLO,0,1,0.0,Amana,O affectionate one[TS]
614.1,yajnadevam,Harappa,Inter-Riverine,-,Clay,POT:T:g,+700+,1,[+700+],SOLO,0,1,0.0,ref:122.1,
615.1,yajnadevam,Harappa,Inter-Riverine,-,Clay,POT:T:g,+032+,1,[+032+],SOLO,0,1,0.0,ref:34.1,
616.1,yajnadevam,Harappa,Inter-Riverine,-,Clay,POT:T:g,]645-032+,1,[]645-032+],SOLO,0,1,0.0,,
617.1,yajnadevam,Harappa,Inter-Riverine,-,Clay,POT:T:g,]740-000-000-002-575-000[,1,[]740-000-000-002-575-000[],SOLO,0,1,0.0,,
619.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,TAB:B,+045[,1,[+045[],SOLO,0,1,0.0,,
620.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,TAB:B,]000-140-000+,1,[]000-140-000+],SOLO,0,1,0.0,,
621.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+002-861-416+,1,[+002-861-416+],SOLO,0,1,0.0,ref:476.2,
621.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-034+,1,[+700-034+],SOLO,0,1,0.0,ref:198.2,
622.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,SEAL:R,+158-838-470+,1,[+158-838-470+],SOLO,0,1,0.0,kzaya,O destroyer[TS; SR:kṣayadvīra]
623.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,SEAL:R,+405-003-002-293-360+,1,[+405-003-002-293-360+],SOLO,0,1,0.0,malla-vajra,O one with the mighty[MBh] Vajra[RV]
624.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+700-034+,1,[+700-034+],SOLO,0,1,0.0,ref:198.2,
624.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+400-525-554+,1,[+400-525-554+],SOLO,0,1,0.0,aSmI,"The one with stones[अश्म इनि nom.m.s; =kiṃśila, Sri Rudram]"
625.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,POT:T:s,+003-408+,1,[+003-408+],SOLO,0,1,0.0,ref:218.2,
626.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,SEAL:S,+033-033/740-142-061-140-002-546+,1,[+033-033/740-142-061-140-002-546+],SOLO,0,1,0.0,deva-tatAn jaja,"The gods and fore-fathers[RV], O warrior[Śis]"
627.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+700-004+,1,[+700-004+],SOLO,0,1,0.0,ref:198.2,
627.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+400-151-097+,1,[+400-151-097+],SOLO,0,1,0.0,AyI,The hastening one[TS आयिन् nms]
628.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+032-032-700+,1,[+032-032-700+],SOLO,0,1,0.0,aMSaH,Aṃśa [An Aditya deity RV 2.27.1]
628.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+520-033-033+,1,[+520-033-033+],SOLO,0,1,0.0,jajan,O destroyer [√जज् शतृ]
629.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+740-390-590-741[,1,[+740-390-590-741[],SOLO,0,1,0.0,,
629.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,]000-033-605+,1,[]000-033-605+],SOLO,0,1,0.0,,
630.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+700-031-033+,1,[+700-031-033+],SOLO,0,1,0.0,jAna,O Origin[RV]
630.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+400-740-032-027+,1,[+400-740-032-027+],SOLO,0,1,0.0,ref:549.2,
631.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+033-700+,1,[+033-700+],SOLO,0,1,0.0,ref:290.1,
631.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+740-690-435-176-233-803+,1,[+740-690-435-176-233-803+],SOLO,0,1,0.0,Sama-Sokam,The pacifier[MBh] of grief[RV]
632.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+590-032-220+,1,[+590-032-220+],SOLO,0,1,0.0,vaham,The bearer[RV][L>R]
632.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+000-740-242-235+,1,[+000-740-242-235+],SOLO,0,1,0.0,,
633.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+400-740[,1,[+400-740[],SOLO,0,1,0.0,,
634.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,SEAL:S,+390-003-002-820+,1,[+390-003-002-820+],SOLO,0,1,0.0,ref:61.1,
635.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+400-525-550-033-705-240+,1,[+400-525-550-033-705-240+],SOLO,0,1,0.0,ref:512.2,
635.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+740-033-711-335-575-413+,1,[+740-033-711-335-575-413+],SOLO,0,1,0.0,ref:300.2,
636.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,]000-490+,1,[]000-490+],SOLO,0,1,0.0,,
636.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,]033+,1,[]033+],SOLO,0,1,0.0,ref:337.1,
637.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+700-034+,1,[+700-034+],SOLO,0,1,0.0,ref:198.2,
637.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+400-097+,1,[+400-097+],SOLO,0,1,0.0,ref:281.1,
638.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
638.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+400-740-032-025+,1,[+400-740-032-025+],SOLO,0,1,0.0,ref:490.2,
639.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,]415-240+,1,[]415-240+],SOLO,0,1,0.0,,
639.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,]000+,1,[]000+],SOLO,0,1,0.0,,
640.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+690-681+,1,[+690-681+],SOLO,0,1,0.0,ASak,O bestower[RV आ-√शक् क्विप्]
640.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+400-740-032-014+,1,[+400-740-032-014+],SOLO,0,1,0.0,ref:549.2,
641.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,]034+,1,[]034+],SOLO,0,1,0.0,ca,also[Pāṇ]
641.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,]740-032-027+,1,[]740-032-027+],SOLO,0,1,0.0,,
642.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+137+,1,[+137+],SOLO,0,1,0.0,ref:179.1,
642.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+700-034+,1,[+700-034+],SOLO,0,1,0.0,ref:198.2,
643.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+740-255-032+,1,[+740-255-032+],SOLO,0,1,0.0,Samana,O Destroyer[MBh]
643.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+700-032+,1,[+700-032+],SOLO,0,1,0.0,ref:39.1,
644.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+400-137+,1,[+400-137+],SOLO,0,1,0.0,ref:281.1,
645.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+861[,1,[+861[],SOLO,0,1,0.0,,
645.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+740[,1,[+740[],SOLO,0,1,0.0,ref:26.1,
646.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+700-034+,1,[+700-034+],SOLO,0,1,0.0,ref:198.2,
646.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+740-176-031-060-201+,1,[+740-176-031-060-201+],SOLO,0,1,0.0,asama-Ahan,The unequalled[RV] killer[RV]
647.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+400-156-435-255+,1,[+400-156-435-255+],SOLO,0,1,0.0,ref:234.2,
647.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+868-705-590+,1,[+868-705-590+],SOLO,0,1,0.0,ref:234.1,
648.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,]034+,1,[]034+],SOLO,0,1,0.0,ca,also[Pāṇ]
648.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,]137+,1,[]137+],SOLO,0,1,0.0,,
649.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+700-034+,1,[+700-034+],SOLO,0,1,0.0,ref:198.2,
649.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+400-740-798-365-415-001+,1,[+400-740-798-365-415-001+],SOLO,0,1,0.0,atana-aSaniH,The fast[√अत् ल्युट्] thunderbolt[RV]
650.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+700-000[,1,[+700-000[],SOLO,0,1,0.0,,
650.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+400-740-636[,1,[+400-740-636[],SOLO,0,1,0.0,,
651.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+520[,1,[+520[],SOLO,0,1,0.0,,
651.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,]000-645-003+,1,[]000-645-003+],SOLO,0,1,0.0,,
652.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+700-032+,1,[+700-032+],SOLO,0,1,0.0,ref:39.1,
652.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+740-540-204-255+,1,[+740-540-204-255+],SOLO,0,1,0.0,mahadaM,The one giving greatness[Daś]
653.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+400-525-550-033-705-220+,1,[+400-525-550-033-705-220+],SOLO,0,1,0.0,ref:512.2,
653.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+700-033-711-335-575-413+,1,[+700-033-711-335-575-413+],SOLO,0,1,0.0,ref:300.2,
654.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+400-740-388+,1,[+400-740-388+],SOLO,0,1,0.0,vAnI,The Roarer[√वन् घञ् इनि]
654.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+368-091+,1,[+368-091+],SOLO,0,1,0.0,ref:26.1,
655.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+000-711-335-575-413+,1,[+000-711-335-575-413+],SOLO,0,1,0.0,,
655.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,]519-742-849+,1,[]519-742-849+],SOLO,0,1,0.0,,
656.1,yajnadevam,Harappa,Inter-Riverine,3,Stone,POT:T:g,]798-806-820-388[,1,[]798-806-820-388[],SOLO,0,1,0.0,,
657.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,]033[,1,[]033[],SOLO,0,1,0.0,ref:337.1,
658.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+700-014+,1,[+700-014+],SOLO,0,1,0.0,ref:39.1,
658.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+144+,1,[+144+],SOLO,0,1,0.0,nAna,Nāna (male Name)
658.3,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+700-125+,1,[+700-125+],SOLO,0,1,0.0,dAna,O bountiful one[RV 7.27.4]
659.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+700-034+,1,[+700-034+],SOLO,0,1,0.0,ref:198.2,
659.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+400-740-032-027+,1,[+400-740-032-027+],SOLO,0,1,0.0,ref:549.2,
660.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,]033+,1,[]033+],SOLO,0,1,0.0,ref:337.1,
660.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+400-775[,1,[+400-775[],SOLO,0,1,0.0,,
661.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,TAB:B,+000-000-140+,1,[+000-000-140+],SOLO,0,1,0.0,,
661.2,yajnadevam,Harappa,Inter-Riverine,3,Clay,TAB:B,+000-705-590+,1,[+000-705-590+],SOLO,0,1,0.0,,
662.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,TAB:B,+617-550-003-790+,1,[+617-550-003-790+],SOLO,0,1,0.0,raja-hanana,O destroyer[BhP] of passion[Uṇ]
663.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,TAB:B,+820+,1,[+820+],SOLO,0,1,0.0,ref:35.1,
664.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,TAB:B,+740-760-061-060-692+,1,[+740-760-061-060-692+],SOLO,0,1,0.0,kam taraM,The excellent[TS] Śiva[MBh]
665.1,yajnadevam,Harappa,Inter-Riverine,3,-,TAB:I,+700-034+,1,[+700-034+],SOLO,0,1,0.0,ref:198.2,
665.2,yajnadevam,Harappa,Inter-Riverine,3,-,TAB:I,+002-861-416+,1,[+002-861-416+],SOLO,0,1,0.0,ref:476.2,
666.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+090-740-240-235+,1,[+090-740-240-235+],SOLO,0,1,0.0,ref:574.1,
667.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,]000[,1,[]000[],SOLO,0,1,0.0,,
667.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,]740[,1,[]740[],SOLO,0,1,0.0,ref:26.1,
668.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,SEAL:S,+740-400-142-061-033+,1,[+740-400-142-061-033+],SOLO,0,1,0.0,jawa-ina,The braided[MBh] mighty one[RV]
669.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+167[,1,[+167[],SOLO,0,1,0.0,,
670.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+700-003+,1,[+700-003+],SOLO,0,1,0.0,jAna,O Origin[RV]
671.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+868-706-590+,1,[+868-706-590+],SOLO,0,1,0.0,ref:234.1,
671.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+400-156-435-255+,1,[+400-156-435-255+],SOLO,0,1,0.0,ref:234.2,
672.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
672.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+740-760-840-799+,1,[+740-760-840-799+],SOLO,0,1,0.0,ref:222.2,
672.3,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+876-032-578-415+,1,[+876-032-578-415+],SOLO,0,1,0.0,ref:222.1,
673.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,]110+,1,[]110+],SOLO,0,1,0.0,,
673.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,]220-415+,1,[]220-415+],SOLO,0,1,0.0,,
674.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+700-032+,1,[+700-032+],SOLO,0,1,0.0,ref:39.1,
674.2,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,]000-590-231+,1,[]000-590-231+],SOLO,0,1,0.0,,
675.1,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+033-700+,1,[+033-700+],SOLO,0,1,0.0,ref:290.1,
675.2,yajnadevam,Harappa,Inter-Riverine,3,Faience,TAB:B,+740-923-235+,1,[+740-923-235+],SOLO,0,1,0.0,amAn,The mighty ones[RV; =maruts]
676.1,yajnadevam,Harappa,Inter-Riverine,3,-,TAB:B,+700-000[,1,[+700-000[],SOLO,0,1,0.0,,
677.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,TAB:B,+090-740-176-741-347+,1,[+090-740-176-741-347+],SOLO,0,1,0.0,mAna-hAna,Honored[MBh] destroyer[Kap]
678.1,yajnadevam,Harappa,Inter-Riverine,3,Clay,TAB:B,]176-741-347[,1,[]176-741-347[],SOLO,0,1,0.0,,
679.1,yajnadevam,Harappa,Inter-Riverine,3,Steatite,TAB:I,+700-032+,1,[+700-032+],SOLO,0,1,0.0,ref:39.1,
